Run,Level,Steps,SolutionObjects,Mirrors,Refractors,RuleTransitions,Decoys,TotalObjects,GridWidth,GridHeight,Cl,Ch,Ci,MID,Solved,SolvePhase,SearchNodes,SearchTimeMs,TotalPlacements,InPlaceRotations,Relocations,ExecutionTimeMs,SweepIterations,SweepRelocations,SolveTimeMs,GenerationTimeMs
676,386,5,4,2,2,2,4,8,16,16,0.0156,0.6667,0.5000,0.3078,0,Sweep,369200,8001.95,0,0,0,16013.67,165,0,24327.15,11.72
677,386,6,5,1,4,2,4,9,16,16,0.0195,0.5000,0.8000,0.3198,1,Sweep-S1,214200,8001.95,0,0,0,4862.31,46,0,13169.92,11.72
678,387,7,4,4,0,0,4,8,16,16,0.0156,0.0000,0.0000,0.0078,1,Trivial,0,0.00,0,0,0,0.00,0,0,308.59,10.74
679,388,8,7,3,4,4,4,11,16,16,0.0273,0.6667,0.5714,0.3280,1,Sweep-S1,6,12.70,1,0,1,9828.13,5,0,10146.48,11.72
680,389,9,7,3,4,5,4,11,16,16,0.0273,0.8333,0.5714,0.3780,0,Sweep,837,9041.99,0,0,0,36774.41,124,0,46120.12,11.72
681,389,2,1,1,0,0,0,1,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,310.55,10.74
682,390,3,2,2,0,0,0,2,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,6,12.70,1,1,0,6024.41,4,0,6346.68,10.74
683,391,4,3,3,0,0,0,3,16,16,0.0117,0.0000,0.0000,0.0059,1,Trivial,0,0.00,0,0,0,0.00,0,0,308.59,9.77
684,392,5,3,3,0,0,0,3,16,16,0.0117,0.0000,0.0000,0.0059,0,Sweep,795,7503.91,1,0,1,8893.56,90,1,16701.17,10.74
685,392,6,5,3,2,3,0,5,16,16,0.0195,0.7500,0.4000,0.3148,1,Sweep-S1,8,12.70,1,0,1,8293.95,7,0,8616.21,10.74
686,393,7,4,4,0,0,0,4,16,16,0.0156,0.0000,0.0000,0.0078,1,Sweep-S1,5,13.67,1,0,1,5883.79,4,0,6204.10,11.72
687,394,8,6,4,2,2,0,6,16,16,0.0234,0.4000,0.3333,0.1984,1,Sweep-S1,5,12.70,1,0,1,5779.30,4,0,6100.59,9.77
688,395,9,5,3,2,1,0,5,16,16,0.0195,0.2500,0.4000,0.1648,1,1B,1,12.70,1,0,1,3862.31,0,0,4492.19,10.74
689,396,2,1,1,0,0,1,2,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,12.70,1,1,0,5869.14,4,0,6188.48,8.79
690,397,3,2,2,0,0,1,3,16,16,0.0078,0.0000,0.0000,0.0039,1,1B,1,12.70,1,0,1,7789.06,0,0,8419.92,10.74
691,398,4,3,2,1,1,1,4,16,16,0.0117,0.5000,0.3333,0.2225,0,Sweep,764,8170.90,1,0,1,5750.98,59,1,14228.52,10.74
692,398,5,4,2,2,3,1,5,16,16,0.0156,1.0000,0.5000,0.4078,0,None,0,0.00,0,0,0,0.00,0,0,0.00,9.77
693,398,6,4,2,2,3,1,5,16,16,0.0156,1.0000,0.5000,0.4078,0,Sweep,750,7541.99,1,0,1,6675.78,69,1,14526.37,10.74
694,398,7,6,5,1,1,1,7,16,16,0.0234,0.2000,0.1667,0.1051,0,Sweep,37051,2628.91,5,5,0,37629.88,178,0,40559.57,9.77
695,398,8,5,3,2,3,1,6,16,16,0.0195,0.7500,0.4000,0.3148,1,Trivial,0,0.00,0,0,0,0.00,0,0,302.73,10.74
696,399,9,6,3,3,4,1,7,16,16,0.0234,0.8000,0.5000,0.3517,0,Sweep,112,12.70,1,0,1,15711.91,111,0,16027.34,10.74
697,399,2,1,1,0,0,2,3,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,12.70,1,1,0,4637.70,4,0,4960.94,8.79
698,400,3,2,2,0,0,2,4,16,16,0.0078,0.0000,0.0000,0.0039,1,1B,1,12.70,1,0,1,6603.52,0,0,7229.49,10.74
699,401,4,3,1,2,1,2,5,16,16,0.0117,0.5000,0.6667,0.2892,0,Sweep,677,39.06,3,3,0,21383.79,90,0,21732.42,11.72
700,401,5,4,1,3,1,2,6,16,16,0.0156,0.3333,0.7500,0.2578,0,Sweep,66669,4961.91,5,5,0,31526.37,99,0,36799.80,9.77
701,401,6,3,1,2,1,2,5,16,16,0.0117,0.5000,0.6667,0.2892,1,Sweep-S1,5,13.67,1,0,1,5614.26,4,0,5929.69,8.79
702,402,7,5,3,2,3,2,7,16,16,0.0195,0.7500,0.4000,0.3148,0,Sweep,8839,598.63,2,2,0,24353.52,125,0,25254.88,10.74
703,402,8,7,3,4,5,2,9,16,16,0.0273,0.8333,0.5714,0.3780,1,Sweep-S1,143800,8012.70,0,0,0,258.79,2,0,8581.06,10.74
704,403,9,6,5,1,2,2,8,16,16,0.0234,0.4000,0.1667,0.1651,1,1B,1,13.67,1,0,1,5344.73,0,0,5969.73,10.74
705,404,2,1,1,0,0,3,4,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,308.59,9.77
706,405,3,2,2,0,0,3,5,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,32780,2242.19,1,0,1,8502.93,3,0,11048.83,9.77
707,406,4,3,3,0,0,3,6,16,16,0.0117,0.0000,0.0000,0.0059,0,Sweep,827,14534.18,1,0,1,14325.20,122,1,29167.97,11.72
708,406,5,4,1,3,2,3,7,16,16,0.0156,0.6667,0.7500,0.3578,0,Sweep,907,16387.70,1,0,1,22395.51,202,1,39088.87,8.79
709,406,6,3,3,0,0,3,6,16,16,0.0117,0.0000,0.0000,0.0059,0,Sweep,236200,8010.74,0,0,0,6353.52,66,0,14666.02,10.74
710,406,7,6,2,4,3,3,9,16,16,0.0234,0.6000,0.6667,0.3251,1,Sweep-S1,76,457.03,3,0,3,24299.80,10,0,25061.52,10.74
711,407,8,6,5,1,2,3,9,16,16,0.0234,0.4000,0.1667,0.1651,0,Sweep,271200,8003.91,0,0,0,8668.95,89,0,16978.52,11.72
712,407,9,6,5,1,1,3,9,16,16,0.0234,0.2000,0.1667,0.1051,0,Sweep,304200,8002.93,0,0,0,11246.09,117,0,19556.64,12.70
713,407,2,1,1,0,0,4,5,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,302.73,10.74
714,408,3,2,2,0,0,4,6,16,16,0.0078,0.0000,0.0000,0.0039,0,Sweep,262303,8005.86,0,0,0,9323.24,94,0,17640.63,10.74
715,408,4,3,2,1,1,4,7,16,16,0.0117,0.5000,0.3333,0.2225,1,1A,3,13.67,1,1,0,5648.44,0,0,6274.41,11.72
716,409,5,4,1,3,2,4,8,16,16,0.0156,0.6667,0.7500,0.3578,0,Sweep,303400,8005.86,0,0,0,11564.45,119,0,19872.07,10.74
717,409,6,3,3,0,0,4,7,16,16,0.0117,0.0000,0.0000,0.0059,1,Sweep-S1,5,13.67,1,0,1,5409.18,4,0,5726.56,10.74
718,410,7,6,4,2,4,4,10,16,16,0.0234,0.8000,0.3333,0.3184,0,Sweep,389800,8002.93,0,0,0,18087.89,185,0,26392.58,9.77
719,410,8,7,5,2,1,4,11,16,16,0.0273,0.1667,0.2857,0.1208,1,Sweep-S1,76,107.42,2,0,2,18519.53,4,0,18929.69,9.77
720,411,9,7,6,1,2,4,11,16,16,0.0273,0.3333,0.1429,0.1422,0,Sweep,861,14123.05,0,0,0,25936.52,148,0,40362.30,9.77
721,411,2,1,1,0,0,0,1,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,12.70,1,1,0,6130.86,4,0,6456.06,10.74
722,412,3,2,2,0,0,0,2,16,16,0.0078,0.0000,0.0000,0.0039,1,Trivial,0,0.00,0,0,0,0.00,0,0,301.76,9.77
723,413,4,3,0,3,0,0,3,16,16,0.0117,0.0000,1.0000,0.2059,0,Sweep,173,25.39,3,3,0,22253.91,83,0,22584.96,9.77
724,413,5,4,3,1,2,0,4,16,16,0.0156,0.6667,0.2500,0.2578,1,Sweep-S1,683,54.69,2,2,0,12209.96,34,0,12569.34,13.67
725,414,6,5,3,2,1,0,5,16,16,0.0195,0.2500,0.4000,0.1648,1,Sweep-S1,533,41.02,2,2,0,10563.48,12,0,10906.25,10.74
726,415,7,6,5,1,2,0,6,16,16,0.0234,0.4000,0.1667,0.1651,1,1B,1,13.67,1,0,1,4362.31,0,0,4987.31,10.74
727,416,8,5,2,3,1,0,5,16,16,0.0195,0.2500,0.6000,0.2048,1,1B,1,12.70,1,0,1,7528.32,0,0,8157.23,10.74
728,417,9,6,4,2,3,0,6,16,16,0.0234,0.6000,0.3333,0.2584,1,1B,1,13.67,1,0,1,7323.24,0,0,7945.31,11.72
729,418,2,1,1,0,0,1,2,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,12.70,1,1,0,6133.79,4,0,6447.27,10.74
730,419,3,2,2,0,0,1,3,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,6,12.70,1,1,0,5797.85,4,0,6119.14,10.74
731,420,4,3,2,1,1,1,4,16,16,0.0117,0.5000,0.3333,0.2225,1,1B,1,13.67,1,0,1,7690.43,0,0,8315.43,10.74
732,421,5,4,3,1,2,1,5,16,16,0.0156,0.6667,0.2500,0.2578,1,Sweep-S1,676,53.71,3,3,0,14740.23,27,0,15097.66,9.77
733,422,6,3,1,2,2,1,4,16,16,0.0117,1.0000,0.6667,0.4392,0,Sweep,794,11013.67,1,0,1,8668.95,89,1,19984.38,11.72
734,422,7,6,4,2,4,1,7,16,16,0.0234,0.8000,0.3333,0.3184,0,Sweep,275800,8004.88,0,0,0,9492.19,99,0,17803.71,10.74
735,422,8,7,3,4,4,1,8,16,16,0.0273,0.6667,0.5714,0.3280,0,Sweep,251000,8001.95,0,0,0,7818.36,82,0,16121.09,9.77
736,422,9,6,4,2,1,1,7,16,16,0.0234,0.2000,0.3333,0.1384,0,Sweep,786,16740.23,1,0,1,10409.18,81,1,27457.03,10.74
737,422,2,1,1,0,0,2,3,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,13.67,1,1,0,5615.23,4,0,5936.52,8.79
738,423,3,2,2,0,0,2,4,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,6,11.72,1,1,0,6051.76,4,0,6368.16,10.74
739,424,4,3,2,1,1,2,5,16,16,0.0117,0.5000,0.3333,0.2225,1,Sweep-S1,5,13.67,1,0,1,5620.12,4,0,5946.29,10.74
740,425,5,4,2,2,1,2,6,16,16,0.0156,0.3333,0.5000,0.2078,1,1A,138,28.32,5,5,0,27556.64,0,0,28200.20,10.74
741,426,6,5,3,2,3,2,7,16,16,0.0195,0.7500,0.4000,0.3148,1,1B,1,13.67,1,0,1,7323.24,0,0,7942.38,10.74
742,427,7,5,3,2,3,2,7,16,16,0.0195,0.7500,0.4000,0.3148,1,Sweep-S1,5,20.51,1,0,1,10226.56,4,0,10553.71,11.72
743,428,8,7,5,2,1,2,9,16,16,0.0273,0.1667,0.2857,0.1208,1,Sweep-S1,8,12.70,1,0,1,7842.77,7,0,8160.16,10.74
744,429,9,7,5,2,2,2,9,16,16,0.0273,0.3333,0.2857,0.1708,0,Sweep,806,15160.16,1,0,1,12453.13,101,1,27923.83,11.72
745,429,2,1,1,0,0,3,4,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,12.70,1,1,0,5376.95,4,0,5691.41,10.74
746,430,3,2,2,0,0,3,5,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,21,24.41,2,2,0,10575.20,12,0,10903.32,10.74
747,431,4,3,1,2,1,3,6,16,16,0.0117,0.5000,0.6667,0.2892,1,Sweep-S1,65653,4502.93,4,4,0,24747.07,43,0,29556.64,10.74
748,432,5,4,3,1,2,3,7,16,16,0.0156,0.6667,0.2500,0.2578,1,Sweep-S1,4235,304.69,5,5,0,31113.28,66,0,31719.73,11.72
749,433,6,3,3,0,0,3,6,16,16,0.0117,0.0000,0.0000,0.0059,0,Sweep,262333,8013.67,0,0,0,12127.93,124,0,20443.36,12.70
750,433,7,5,5,0,0,3,8,16,16,0.0195,0.0000,0.0000,0.0098,1,Sweep-S1,194800,8012.70,0,0,0,3503.91,35,0,11816.41,10.74
751,434,8,6,2,4,3,3,9,16,16,0.0234,0.6000,0.6667,0.3251,0,Sweep,802,18101.56,1,0,1,12766.60,97,1,31179.69,11.72
752,434,9,6,4,2,2,3,9,16,16,0.0234,0.4000,0.3333,0.1984,1,Sweep-S1,6,13.67,1,0,1,7201.17,5,0,7514.65,10.74
753,435,2,1,1,0,0,4,5,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,300.78,10.74
754,436,3,2,2,0,0,4,6,16,16,0.0078,0.0000,0.0000,0.0039,0,Sweep,778,12772.46,1,0,1,6916.99,73,1,19992.19,9.77
755,436,4,3,1,2,1,4,7,16,16,0.0117,0.5000,0.6667,0.2892,0,1A,266444,8006.84,0,0,0,12648.44,123,0,20958.01,11.72
756,436,5,3,1,2,1,4,7,16,16,0.0117,0.5000,0.6667,0.2892,0,Sweep,324400,8006.84,0,0,0,12676.76,132,0,20993.16,10.74
757,436,6,5,3,2,3,4,9,16,16,0.0195,0.7500,0.4000,0.3148,0,Sweep,273600,8009.77,0,0,0,8940.43,90,0,17260.74,10.74
758,436,7,6,2,4,2,4,10,16,16,0.0234,0.4000,0.6667,0.2651,1,Sweep-S1,8,13.67,1,0,1,8260.74,7,0,8576.17,10.74
759,437,8,5,4,1,1,4,9,16,16,0.0195,0.2500,0.2000,0.1248,0,Sweep,293600,8006.84,0,0,0,12109.38,122,0,20419.92,10.74
760,437,9,5,3,2,2,4,9,16,16,0.0195,0.5000,0.4000,0.2398,0,Sweep,296800,8001.95,0,0,0,10789.06,114,0,19102.54,10.74
761,437,2,1,1,0,0,0,1,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,11.72,1,1,0,4624.02,4,0,4938.48,10.74
762,438,3,2,2,0,0,0,2,16,16,0.0078,0.0000,0.0000,0.0039,0,Sweep,750,3624.02,1,0,1,4424.81,45,1,8352.54,10.74
763,438,4,3,1,2,1,0,3,16,16,0.0117,0.5000,0.6667,0.2892,0,Sweep,266,29.30,2,2,0,15300.78,56,0,15639.65,9.77
764,438,5,4,2,2,1,0,4,16,16,0.0156,0.3333,0.5000,0.2078,0,Sweep,1290,97.66,3,3,0,23180.66,72,0,23579.10,10.74
765,438,6,4,2,2,3,0,4,16,16,0.0156,1.0000,0.5000,0.4078,1,Sweep-S1,5,12.70,1,0,1,8270.51,4,0,8594.73,10.74
766,439,7,6,4,2,3,0,6,16,16,0.0234,0.6000,0.3333,0.2584,1,Sweep-S3,1585,100.59,5,5,0,25538.09,48,0,25939.45,10.74
767,440,8,6,3,3,3,0,6,16,16,0.0234,0.6000,0.5000,0.2917,0,Sweep,262260,8005.86,0,0,0,10291.02,107,0,18599.61,10.74
768,440,9,8,5,3,1,0,8,16,16,0.0313,0.1429,0.3750,0.1335,0,Sweep,106,24.41,6,6,0,36101.56,96,0,36436.52,10.74
769,440,2,1,1,0,0,1,2,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,311.52,9.77
770,441,3,2,2,0,0,1,3,16,16,0.0078,0.0000,0.0000,0.0039,0,Sweep,714,3395.51,1,0,1,4600.59,49,1,8303.71,10.74
771,441,4,3,2,1,1,1,4,16,16,0.0117,0.5000,0.3333,0.2225,0,Sweep,667,42.97,2,2,0,16916.99,82,0,17263.67,10.74
772,441,5,3,2,1,2,1,4,16,16,0.0117,1.0000,0.3333,0.3725,1,Sweep-S1,6,12.70,1,0,1,7163.09,5,0,7478.52,11.72
773,442,6,4,3,1,1,1,5,16,16,0.0156,0.3333,0.2500,0.1578,1,Sweep-S1,5,14.65,1,0,1,6780.27,4,0,7109.38,10.74
774,443,7,6,2,4,3,1,7,16,16,0.0234,0.6000,0.6667,0.3251,0,Sweep,66822,4647.46,6,6,0,41100.59,123,0,46053.71,11.72
775,443,8,6,5,1,1,1,7,16,16,0.0234,0.2000,0.1667,0.1051,0,Sweep,316200,8006.84,0,0,0,12720.70,130,0,21034.18,10.74
776,443,9,6,4,2,2,1,7,16,16,0.0234,0.4000,0.3333,0.1984,0,Sweep,33931,2389.65,5,5,0,35061.52,129,0,37751.95,10.74
777,443,2,1,1,0,0,2,3,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,15.63,1,1,0,4888.67,4,0,5213.87,10.74
778,444,3,2,2,0,0,2,4,16,16,0.0078,0.0000,0.0000,0.0039,1,1B,4105,344.73,1,0,1,7689.45,0,0,8659.18,11.72
779,445,4,3,2,1,1,2,5,16,16,0.0117,0.5000,0.3333,0.2225,1,Sweep-S1,5,14.65,1,0,1,7811.52,4,0,8131.84,12.70
780,446,5,3,2,1,1,2,5,16,16,0.0117,0.5000,0.3333,0.2225,1,Sweep-S1,5,15.63,1,0,1,5408.20,4,0,5726.56,12.70
781,447,6,4,1,3,2,2,6,16,16,0.0156,0.6667,0.7500,0.3578,0,Sweep,41125,3287.11,4,4,0,28684.57,99,0,32284.18,11.72
782,447,7,5,3,2,2,2,7,16,16,0.0195,0.5000,0.4000,0.2398,0,Sweep,213400,8007.81,0,0,0,7511.72,74,0,15825.20,12.70
783,447,8,7,3,4,5,2,9,16,16,0.0273,0.8333,0.5714,0.3780,0,Sweep,8467,661.13,5,5,0,44515.63,201,0,45481.45,11.72
784,447,9,6,3,3,2,2,8,16,16,0.0234,0.4000,0.5000,0.2317,0,Sweep,69784,5593.75,4,4,0,28949.22,142,0,34842.77,11.72
785,447,2,1,1,0,0,3,4,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,300.78,13.67
786,448,3,2,2,0,0,3,5,16,16,0.0078,0.0000,0.0000,0.0039,1,Trivial,0,0.00,0,0,0,0.00,0,0,304.69,11.72
787,449,4,3,3,0,0,3,6,16,16,0.0117,0.0000,0.0000,0.0059,1,Sweep-S1,29,31.25,4,4,0,17205.08,20,0,17543.95,12.70
788,450,5,4,3,1,1,3,7,16,16,0.0156,0.3333,0.2500,0.1578,0,Sweep,116,29.30,5,5,0,30430.66,97,0,30768.55,12.70
789,450,6,5,1,4,2,3,8,16,16,0.0195,0.5000,0.8000,0.3198,0,Sweep,829,67.38,3,3,0,31836.91,187,0,32218.75,12.70
790,450,7,4,2,2,2,3,7,16,16,0.0156,0.6667,0.5000,0.3078,1,Sweep-S1,5,15.63,1,0,1,7545.90,4,0,7870.12,12.70
791,451,8,7,2,5,2,3,10,16,16,0.0273,0.3333,0.7143,0.2565,0,Sweep,309400,8008.79,0,0,0,14740.23,140,0,23059.57,11.72
792,451,9,8,7,1,2,3,11,16,16,0.0313,0.2857,0.1250,0.1263,0,Sweep,1329,4549.81,0,0,0,10702.15,112,0,15559.57,11.72
793,451,2,1,1,0,0,4,5,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,12.70,2,2,0,10362.30,4,0,10685.55,11.72
794,452,3,2,2,0,0,4,6,16,16,0.0078,0.0000,0.0000,0.0039,0,Sweep,250200,8008.79,0,0,0,6670.90,66,0,14984.38,10.74
795,452,4,3,2,1,2,4,7,16,16,0.0117,1.0000,0.3333,0.3725,0,Sweep,786,11931.64,1,0,1,10036.13,81,1,22270.51,10.74
796,452,5,4,2,2,2,4,8,16,16,0.0156,0.6667,0.5000,0.3078,0,Sweep,836,20148.44,1,0,1,16184.57,131,1,36637.70,11.72
797,452,6,5,2,3,3,4,9,16,16,0.0195,0.7500,0.6000,0.3548,0,Sweep,386000,8009.77,0,0,0,16381.84,165,0,24696.29,11.72
798,452,7,4,2,2,3,4,8,16,16,0.0156,1.0000,0.5000,0.4078,1,Sweep-S1,69713,5139.65,4,4,0,20296.88,6,0,25742.19,10.74
799,453,8,6,1,5,2,4,10,16,16,0.0234,0.4000,0.8333,0.2984,1,Sweep-S1,25,13.67,1,0,1,7519.53,24,0,7835.94,11.72
800,454,9,3,3,0,0,4,7,16,16,0.0117,0.0000,0.0000,0.0059,0,Sweep,782,12079.10,1,0,1,9862.31,85,1,22253.91,11.72
801,454,2,1,1,0,0,0,1,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,310.55,10.74
802,455,3,2,2,0,0,0,2,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,21,24.41,2,2,0,13039.06,12,0,13365.23,10.74
803,456,4,3,2,1,1,0,3,16,16,0.0117,0.5000,0.3333,0.2225,0,Sweep,66,11.72,1,1,0,12282.23,64,0,12603.52,10.74
804,456,5,3,3,0,0,0,3,16,16,0.0117,0.0000,0.0000,0.0059,1,1B,1,11.72,1,0,1,8538.09,0,0,9168.95,11.72
805,457,6,3,1,2,1,0,3,16,16,0.0117,0.5000,0.6667,0.2892,1,Sweep-S1,25,12.70,1,0,1,9498.05,24,0,9819.34,10.74
806,458,7,6,2,4,3,0,6,16,16,0.0234,0.6000,0.6667,0.3251,0,Sweep,37082,2571.29,6,6,0,39763.67,144,0,42637.70,10.74
807,458,8,4,3,1,2,0,4,16,16,0.0156,0.6667,0.2500,0.2578,1,Sweep-S1,23,25.39,4,4,0,20714.84,12,0,21050.78,10.74
808,459,9,7,3,4,3,0,7,16,16,0.0273,0.5000,0.5714,0.2780,1,Sweep-S1,6,12.70,1,0,1,6616.21,5,0,6932.62,11.72
809,460,2,1,1,0,0,1,2,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,306.64,10.74
810,461,3,2,2,0,0,1,3,16,16,0.0078,0.0000,0.0000,0.0039,0,Sweep,758,4067.38,1,0,1,5097.66,53,1,9468.75,10.74
811,461,4,3,2,1,2,1,4,16,16,0.0117,1.0000,0.3333,0.3725,0,Sweep,237,26.37,3,3,0,23043.95,100,0,23379.88,10.74
812,461,5,4,2,2,1,1,5,16,16,0.0156,0.3333,0.5000,0.2078,0,Sweep,1760,112.30,4,4,0,35648.44,159,0,36071.29,10.74
813,461,6,5,4,1,1,1,6,16,16,0.0195,0.2500,0.2000,0.1248,0,Sweep,245400,8011.72,0,0,0,7041.02,74,0,15354.49,11.72
814,461,7,5,2,3,2,1,6,16,16,0.0195,0.5000,0.6000,0.2798,1,Sweep-S1,25,13.67,1,0,1,7575.20,24,0,7889.65,10.74
815,462,8,7,4,3,3,1,8,16,16,0.0273,0.5000,0.4286,0.2494,0,Sweep,794,22659.18,1,0,1,12783.20,89,1,35750.00,10.74
816,462,9,7,6,1,2,1,8,16,16,0.0273,0.3333,0.1429,0.1422,0,Sweep,32907,2368.16,5,5,0,36389.65,130,0,39065.43,10.74
817,462,2,1,1,0,0,2,3,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,300.78,9.77
818,463,3,2,2,0,0,2,4,16,16,0.0078,0.0000,0.0000,0.0039,0,Sweep,766,7137.70,1,0,1,5872.07,61,1,13315.43,8.79
819,463,4,3,1,2,2,2,5,16,16,0.0117,1.0000,0.6667,0.4392,0,Sweep,774,14436.52,1,0,1,6628.91,69,1,21369.14,9.77
820,463,5,4,3,1,2,2,6,16,16,0.0156,0.6667,0.2500,0.2578,0,Sweep,219,12.70,1,1,0,20093.75,144,0,20416.99,12.70
821,463,6,5,2,3,3,2,7,16,16,0.0195,0.7500,0.6000,0.3548,0,Sweep,254800,8007.81,0,0,0,7817.38,82,0,16131.84,9.77
822,463,7,5,5,0,0,2,7,16,16,0.0195,0.0000,0.0000,0.0098,0,Sweep,124,12.70,1,1,0,16341.80,114,0,16656.25,11.72
823,463,8,7,3,4,3,2,9,16,16,0.0273,0.5000,0.5714,0.2780,0,Sweep,275400,8009.77,0,0,0,10297.85,106,0,18618.16,9.77
824,463,9,7,3,4,4,2,9,16,16,0.0273,0.6667,0.5714,0.3280,0,Sweep,806,13979.49,1,0,1,12181.64,101,1,26470.70,10.74
825,463,2,1,1,0,0,3,4,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,309.57,10.74
826,464,3,2,2,0,0,3,5,16,16,0.0078,0.0000,0.0000,0.0039,0,Sweep,32935,2259.77,1,0,1,18469.73,102,0,21030.27,12.70
827,464,4,3,3,0,0,3,6,16,16,0.0117,0.0000,0.0000,0.0059,1,Trivial,0,0.00,0,0,0,0.00,0,0,304.69,11.72
828,465,5,3,1,2,1,3,6,16,16,0.0117,0.5000,0.6667,0.2892,0,Sweep,778,13382.81,1,0,1,9444.34,73,1,23135.74,10.74
829,465,6,5,3,2,3,3,8,16,16,0.0195,0.7500,0.4000,0.3148,0,Sweep,4445,309.57,8,8,0,53530.27,212,0,54140.63,10.74
830,465,7,5,2,3,2,3,8,16,16,0.0195,0.5000,0.6000,0.2798,0,Sweep,274600,8001.95,0,0,0,9364.26,98,0,17670.90,10.74
831,465,8,7,6,1,2,3,10,16,16,0.0273,0.3333,0.1429,0.1422,1,1A,262748,8007.81,0,0,0,8981.45,91,0,17294.92,10.74
832,466,9,8,6,2,4,3,11,16,16,0.0313,0.5714,0.2500,0.2371,1,1B,1,13.67,1,0,1,5842.77,0,0,6477.54,10.74
833,467,2,1,1,0,0,4,5,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,307.62,11.72
834,468,3,2,2,0,0,4,6,16,16,0.0078,0.0000,0.0000,0.0039,1,Trivial,0,0.00,0,0,0,0.00,0,0,302.73,9.77
835,469,4,3,2,1,1,4,7,16,16,0.0117,0.5000,0.3333,0.2225,0,Sweep,788,11983.40,1,0,1,10024.41,83,1,22311.52,11.72
836,469,5,4,1,3,2,4,8,16,16,0.0156,0.6667,0.7500,0.3578,0,Sweep,794,11541.99,1,0,1,8527.34,89,1,20370.12,10.74
837,469,6,5,2,3,1,4,9,16,16,0.0195,0.2500,0.6000,0.2048,1,Sweep-S1,149400,8006.84,0,0,0,177.73,1,0,8493.16,10.74
838,470,7,6,3,3,3,4,10,16,16,0.0234,0.6000,0.5000,0.2917,0,Sweep,378400,8009.77,0,0,0,16242.19,169,0,24554.69,10.74
839,470,8,7,5,2,4,4,11,16,16,0.0273,0.6667,0.2857,0.2708,1,1B,9,41.02,1,0,1,7344.73,0,0,8004.88,9.77
840,471,9,8,4,4,4,4,12,16,16,0.0313,0.5714,0.5000,0.2871,1,Trivial,0,0.00,0,0,0,0.00,0,0,302.73,10.74
841,472,2,1,1,0,0,0,1,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,11.72,1,1,0,4620.12,4,0,4937.50,8.79
842,473,3,2,2,0,0,0,2,16,16,0.0078,0.0000,0.0000,0.0039,0,Sweep,828,914.06,0,0,0,4878.91,51,0,6098.63,10.74
843,473,4,3,1,2,2,0,3,16,16,0.0117,1.0000,0.6667,0.4392,0,Sweep,149,25.39,2,2,0,13885.74,58,0,14223.63,10.74
844,473,5,4,2,2,2,0,4,16,16,0.0156,0.6667,0.5000,0.3078,0,Sweep,625,41.99,4,4,0,26323.24,96,0,26665.04,11.72
845,473,6,5,2,3,3,0,5,16,16,0.0195,0.7500,0.6000,0.3548,0,Sweep,4827,336.91,4,4,0,32148.44,138,0,32789.06,10.74
846,473,7,6,4,2,1,0,6,16,16,0.0234,0.2000,0.3333,0.1384,0,Sweep,4817,326.17,4,4,0,30805.66,120,0,31435.55,9.77
847,473,8,7,3,4,3,0,7,16,16,0.0273,0.5000,0.5714,0.2780,0,Sweep,254400,8014.65,0,0,0,7791.02,81,0,16106.45,10.74
